Sr.No;Basic Salary;House Rent Allowance;Other Allowances;Income Tax;Provident Fund;Professional Tax
732;65399;8336;2537;19619;2230;199
733;55496;6607;2684;16648;4650;454
734;36076;5391;2629;10822;2088;275
735;31172;9211;3468;9351;2056;267
736;37175;7782;3945;11152;2619;182
737;50666;6983;3439;15199;3128;104
738;30666;7916;3829;9199;3730;421
739;40615;5448;3107;12184;3867;426
740;45779;7625;3045;13733;4887;147
741;55596;7052;3306;16678;3203;489
742;58640;6299;3899;17592;2913;361
743;38535;9879;3591;11560;1815;428
744;62238;9845;3757;18671;2060;442
745;56977;7304;3213;17093;3261;368
746;65836;9668;2734;19750;4169;445
747;55778;6589;3568;16733;1823;460
748;37473;8151;2973;11241;3112;146
749;66615;5500;3150;19984;4124;471
750;62203;7327;2786;18660;4674;245
751;35644;6981;3060;10693;1433;443
752;67215;7477;2830;20164;4982;130
753;46098;7812;2404;13829;4940;473
754;34981;8982;3938;10494;4141;244
755;48363;7284;3303;14508;1779;368
756;45297;9455;2900;13589;2066;381
757;39562;8979;2300;11868;4326;154
758;65224;9300;2170;19567;1243;102
759;49663;9828;3325;14898;4013;290
760;49329;6349;3918;14798;3371;112
761;36145;5578;3479;10843;4550;280
762;42145;8271;2726;12643;3993;362
763;47377;9987;3858;14213;3983;472
764;30426;6509;3224;9127;2954;315
765;56272;7568;3272;16881;1279;342
766;32056;5218;3706;9616;3249;373
767;50380;7535;2306;15114;4162;186
768;53466;9140;3204;16039;3628;132
769;43699;6014;2704;13109;4559;282
770;60312;6125;3691;18093;1428;252
771;65817;9206;2116;19745;3595;396
772;62953;6188;3691;18885;1486;204
773;35892;5807;2464;10767;1778;246
774;51985;7600;3361;15595;2741;473
775;42292;9661;3248;12687;2432;331
776;62326;6773;3213;18697;2369;456
777;57382;5222;2444;17214;1181;225
778;31338;9669;3243;9401;1456;127
779;35505;8982;2938;10651;3884;225
780;47080;9124;3089;14124;1084;158
781;61356;9195;2054;18406;2316;205
782;32419;8893;3661;9725;1808;213
783;47602;5694;3794;14280;1520;323
784;52304;6284;2218;15691;1174;456
785;51473;9500;3583;15441;1186;216
786;64024;7222;3043;19207;3949;173
787;58315;6136;2583;17494;2056;480
788;46941;7757;2490;14082;4250;260
789;60924;7054;3484;18277;4703;252
790;47067;7278;2814;14120;2629;245
791;33194;7227;2925;9958;2870;151
792;40007;5654;2330;12002;1869;447
793;46642;9419;2305;13992;2952;449
794;32242;5902;2572;9672;2498;409
795;54164;8843;3556;16249;2446;171
796;35312;7931;2818;10593;3207;244
797;46247;6270;3320;13874;3885;353
798;38249;9144;3338;11474;4559;241
799;60165;7603;2192;18049;3749;451
800;50175;6235;3624;15052;4557;300
801;30676;6491;3574;9202;2800;235
802;57385;5049;2019;17215;3222;220
803;67532;8938;3097;20259;3675;247
804;60978;5061;3770;18293;2596;165
805;30884;8524;3841;9265;2532;276
806;37819;5261;2134;11345;1110;299
807;42781;9961;2143;12834;1516;347
808;58361;7332;2952;17508;3214;443
809;60239;8169;2573;18071;4755;140
810;66142;9607;2476;19842;1932;426
811;56140;5280;2824;16842;3306;394
812;34491;7731;2392;10347;4278;262
813;44674;7021;2443;13402;2833;142
814;46269;7152;2909;13880;1814;127
815;59123;8794;2313;17736;4093;438
816;35013;6363;2708;10503;4097;173
817;42525;9742;3721;12757;3530;217
818;46275;5333;2240;13882;4438;163
819;65043;7924;3985;19512;1729;182
820;42581;5302;2859;12774;2308;163
821;66483;6504;3221;19944;4203;149
822;34681;9087;2109;10404;4849;341
823;31781;6028;2897;9534;4005;214
824;67159;8668;2193;20147;3003;355
825;64658;7129;3912;19397;1418;339
826;62961;9644;3480;18888;1861;124
827;35286;6268;2361;10585;4482;427
828;54238;6021;3886;16271;1246;329
829;65740;9832;2902;19722;1922;128
830;51537;8752;2359;15461;2812;269
831;65029;9124;2528;19508;3507;184
832;66829;5378;3871;20048;3356;301
833;39412;9480;3085;11823;4527;353
834;35444;8391;2016;10633;1002;359
835;65406;5703;2993;19621;2311;499
836;61645;5454;2885;18493;3348;249
837;61410;7404;2965;18423;4060;455
838;34373;6297;2404;10311;2347;155
839;64495;5217;3883;19348;1994;260
840;65728;6561;3733;19718;4444;183
841;38161;8860;3514;11448;2705;362
842;66884;6046;3141;20065;3708;118
843;30950;5548;2797;9285;4072;178
844;38032;7934;3276;11409;1683;376
845;63981;7906;2755;19194;4069;189
846;47694;5939;3919;14308;3834;301
847;39776;6771;2976;11932;4905;209
848;48451;9601;3525;14535;3608;306
849;48274;5397;2341;14482;3882;159
850;57949;8043;3391;17384;4548;350
851;62081;8852;2646;18624;2134;404
852;46613;7534;3418;13983;3043;312
853;56905;9077;3779;17071;2288;301
854;68499;9266;3423;20549;1779;169
855;54229;8418;3739;16268;1155;468
856;62051;5704;3357;18615;4439;441
857;30470;5963;3347;9141;3906;361
858;43509;7663;3564;13052;4738;341
859;60949;6536;3593;18284;1777;434
860;35418;8632;2741;10625;1967;328
861;45694;5492;3975;13708;2684;164
862;41536;7274;3853;12460;3720;463
863;68902;6318;3925;20670;3880;195
864;34712;6793;2155;10413;4562;308
865;32844;7731;2243;9853;2712;459
866;31581;6712;3351;9474;1800;341
867;39507;9441;2106;11852;1574;445
868;64655;9872;2025;19396;4803;476
869;56301;9035;2960;16890;1510;185
870;33811;9429;2914;10143;4421;403
871;35308;5724;3682;10592;3335;225
872;67813;5030;2063;20343;4908;344
873;41184;8490;3755;12355;1433;313
874;32269;8936;3984;9680;1143;292
875;57678;6259;3956;17303;4755;450
876;65336;8907;2285;19600;2654;185
877;35885;8954;2040;10765;1423;429
878;67496;5425;2190;20248;1185;117
879;37887;9544;3880;11366;3908;460
880;35229;8717;3402;10568;4557;255
881;49978;7377;2319;14993;1930;446
882;41944;8335;2842;12583;2642;112
883;52199;6617;2976;15659;2944;190
884;41729;8633;3954;12518;4850;472
885;49488;6785;2741;14846;1022;222
886;48921;7448;3549;14676;3837;319
887;32646;8517;2155;9793;2656;460
888;30971;6561;2459;9291;3777;402
889;67175;5399;3025;20152;4209;430
890;52363;7843;3579;15708;4493;112
891;61183;5374;2389;18354;1398;208
892;62764;9504;3238;18829;1175;342
893;65361;9415;3746;19608;3953;310
894;57819;7716;3473;17345;3311;240
895;53516;8881;3779;16054;2295;409
896;45892;8592;2463;13767;1896;242
897;64370;7617;2954;19311;4304;460
898;31845;5698;2604;9553;4305;120
899;34034;9997;3230;10210;4607;461
900;44291;5926;3265;13287;4317;282
901;46556;7918;2256;13966;4125;453
902;35823;6978;2739;10746;1788;245
903;69242;6640;3643;20772;4554;240
904;52715;7594;2544;15814;4236;293
905;32834;6280;2177;9850;4371;278
906;64515;9654;3453;19354;2468;356
907;47472;6267;2513;14241;4267;307
908;56044;7094;2131;16813;2206;204
909;49547;6250;2281;14864;1054;497
910;30318;8714;3266;9095;3419;211
911;35910;6637;2475;10773;4269;103
912;48899;8644;3818;14669;1475;305
913;31478;8221;3500;9443;1454;219
914;50621;5817;3309;15186;3005;143
915;55058;5382;3740;16517;2775;229
916;69032;9278;3218;20709;3402;489
917;52801;7500;2421;15840;3898;457
918;33460;7665;2671;10038;4683;108
919;36066;9131;2774;10819;3919;438
920;47918;9720;2297;14375;1274;160
921;42492;8036;3399;12747;2226;296
922;53268;8066;2842;15980;4738;331
923;69808;7444;2102;20942;3941;225
924;55612;7022;2569;16683;4304;273
925;37218;5367;2892;11165;3137;142
926;52909;8342;2499;15872;2318;290
927;60970;9181;2289;18291;4394;337
928;50384;5087;2306;15115;3079;288
929;32460;9564;3126;9738;1682;381
930;55016;5050;3465;16504;3460;114
931;54070;8393;3123;16221;2329;465
932;35183;8446;2396;10554;3493;320
933;38762;5028;3222;11628;2033;286
934;63460;8554;3510;19038;1508;111
935;52415;6336;3820;15724;2747;182
936;30445;7124;2754;9133;4345;446
937;64072;6789;2758;19221;2155;258
938;40365;9598;2065;12109;2524;233
939;53276;8316;2654;15982;1306;198
940;43719;8284;2018;13115;1440;461
941;41930;9022;2839;12579;4738;439
942;67633;7187;3660;20289;4182;148
943;36465;7971;2075;10939;1177;418
944;69787;5649;2408;20936;3940;495
945;39727;8545;2626;11918;1570;399
946;45206;5339;2640;13561;3762;466
947;40833;5222;2801;12249;2502;484
948;56140;5142;2559;16842;2736;430
949;57732;7670;2359;17319;1205;386
950;30971;8223;3663;9291;3577;150
951;68259;9428;3774;20477;2706;498
952;30834;9734;3024;9250;2042;115
953;47616;5591;2209;14284;3690;110
954;34164;6365;2039;10249;4495;349
955;52850;5832;3750;15855;3295;482
956;54802;6532;2122;16440;3153;409
957;67316;6139;2953;20194;1886;174
958;47654;7639;3463;14296;1101;479
959;50438;8260;3164;15131;1158;289
960;57568;9462;2316;17270;1297;191
961;46976;5451;3249;14092;1264;238
962;67604;9756;2541;20281;2458;180
963;58941;6423;2545;17682;1835;236
964;36196;5854;3835;10858;1503;179
965;47047;5322;3274;14114;2009;212
966;69758;6440;2825;20927;2593;198
967;68260;8061;2490;20478;3931;325
968;34938;9250;3514;10481;2181;440
969;54025;9591;3046;16207;4541;305
970;60821;6647;3990;18246;1329;154
971;58177;6359;3177;17453;1588;284
972;53460;7020;2043;16038;4871;477
973;58738;7122;3215;17621;1405;298
974;38302;8364;3011;11490;3877;117
975;64190;5631;3311;19257;3292;403
976;55554;8210;2374;16666;4927;237
977;64111;8990;3164;19233;4574;203
978;55292;8522;3267;16587;1873;269
979;53741;9062;2700;16122;1920;450
980;40239;6266;2898;12071;4787;427
981;53275;8107;2115;15982;2276;238
982;64588;9301;3175;19376;1281;199
983;69080;6717;2350;20724;4315;469
984;55964;5296;3739;16789;3407;293
985;40640;9154;3610;12192;2573;102
986;41367;8429;3881;12410;4749;327
987;38113;8529;2162;11433;3042;266
988;51001;8912;2059;15300;4631;115
989;40543;9730;3091;12162;4557;315
990;38284;6164;3133;11485;3431;260
991;30498;5677;3993;9149;1506;407
992;50484;6184;3786;15145;2461;242
993;33921;9716;3173;10176;3410;240
994;31132;6002;2559;9339;4544;139
995;65612;7942;2006;19683;2172;230
996;66410;5764;2647;19923;3642;406
997;52678;6505;2301;15803;2453;135
998;41162;5953;3560;12348;2271;498
999;35810;6851;3839;10743;1904;194
1000;50929;5741;3057;15278;4612;212
1001;64869;7846;2878;19460;2351;173
1002;60846;5052;2706;18253;4103;240
1003;43155;6554;2595;12946;4164;250
1004;49236;8770;3997;14770;1306;361
1005;57109;9920;3232;17132;3151;194
1006;51639;6242;2592;15491;2336;258
1007;64676;5030;2826;19402;3388;117
1008;59597;9118;3263;17879;3767;308
1009;45915;7035;2322;13774;3198;415
1010;39282;6298;3707;11784;3782;476
1011;45589;5338;2099;13676;2022;371
1012;32310;8946;3012;9693;2502;337
1013;67112;8697;3527;20133;4864;325
1014;62656;5863;3709;18796;2596;403
1015;61262;9613;3875;18378;1557;288
1016;65510;6461;3134;19653;1144;220
1017;66400;7612;3395;19920;3004;282
1018;67278;7849;2546;20183;3634;100
1019;68297;7979;2554;20489;4355;347
1020;32300;5192;3112;9690;4855;264
1021;64270;9313;3368;19281;4052;162
1022;42728;6363;3222;12818;1331;234
1023;39003;7835;3394;11700;4979;443
1024;55397;5667;3610;16619;2978;481
1025;53596;6095;2051;16078;2177;308
1026;65287;9768;2065;19586;3581;343
1027;38611;7849;2459;11583;4128;194
1028;50432;9518;3541;15129;3154;484
1029;60979;9846;2638;18293;1825;379
1030;30231;7606;3678;9069;3232;352
1031;62260;8680;2622;18678;1961;436
1032;50574;5559;3022;15172;2212;494
1033;50993;8438;2905;15297;4254;180
1034;65708;5910;2479;19712;2868;399
1035;40034;8084;2543;12010;3368;448
1036;36489;8052;3364;10946;2669;212
1037;41195;8355;3725;12358;1855;105
1038;42656;8537;2107;12796;3539;326
1039;43243;9794;2974;12972;1092;415
1040;67860;8263;2593;20358;3235;284
1041;46355;7948;3029;13906;4487;145
1042;64695;9260;2834;19408;3849;424
1043;45745;8634;3080;13723;4191;496
1044;67319;7626;3098;20195;3637;306
1045;47894;7505;2316;14368;2707;443
1046;34779;6182;2556;10433;4572;175
1047;38477;5308;2002;11543;1712;486
1048;50811;8861;2578;15243;3383;457
1049;45642;9778;2911;13692;4731;384
1050;57896;7164;2595;17368;2251;154
1051;51647;8809;3596;15494;1143;243
1052;38558;5240;3484;11567;3982;241
1053;66090;9530;3256;19827;1935;333
1054;67215;7616;2021;20164;4323;488
1055;40282;8732;2144;12084;3957;304
1056;38748;7450;2890;11624;4819;183
1057;49819;5588;3466;14945;1955;126
1058;48244;6292;3350;14473;1401;119
1059;32615;7107;2545;9784;3109;175
1060;62964;9059;2200;18889;1842;328
1061;40331;5043;2118;12099;3897;138
1062;36638;5597;3256;10991;4823;166
1063;31417;7626;2882;9425;1966;302
1064;30456;5629;3472;9136;2023;397
1065;39655;9283;3960;11896;3325;449
1066;53227;5018;3249;15968;1315;424
1067;53459;9363;3887;16037;2233;126
1068;30580;9329;3357;9174;2636;288
1069;68700;6550;2459;20610;2246;287
1070;43281;8599;3394;12984;2591;109
1071;39392;9845;2838;11817;4192;385
1072;37914;7059;3731;11374;2854;275
1073;44740;9077;3576;13422;1954;419
1074;43264;8881;3799;12979;2755;449
1075;47749;8398;2123;14324;2220;393
1076;57282;7699;2018;17184;2772;244
1077;65526;5973;3302;19657;3982;183
1078;53092;9928;3227;15927;4945;307
1079;39470;8427;3066;11841;4995;147
1080;40551;8833;3579;12165;2692;450
1081;33608;7480;3853;10082;1055;485
1082;39103;5559;3568;11730;3828;224
1083;53575;7517;3709;16072;4760;284
1084;32877;7088;2659;9863;4446;264
1085;48724;6900;2721;14617;4856;208
1086;66683;7346;3481;20004;2535;458
1087;58739;7563;2458;17621;4831;375
1088;50352;5745;3992;15105;4715;274
1089;53491;5969;3314;16047;2739;344
1090;68876;7973;2222;20662;2662;172
1091;34724;7798;3367;10417;4336;452
1092;61703;8986;3474;18510;4249;295
1093;59471;7909;2538;17841;2449;364
1094;67553;7109;2284;20265;1745;132
1095;54428;7552;3428;16328;1502;363
1096;55739;6051;3132;16721;3775;484
1097;56557;5938;3567;16967;3473;179
1098;31321;6060;3801;9396;4076;129
1099;57982;8839;2109;17394;2046;405
1100;38441;8013;3622;11532;2112;297
1101;32160;5664;2202;9648;1190;125
1102;32445;6352;3120;9733;1315;467
1103;48365;6755;3330;14509;1512;448
1104;39136;8604;3910;11740;4891;133
1105;30175;5924;2580;9052;1254;339
1106;44257;9057;2406;13277;1971;333
1107;52297;8406;3088;15689;3060;403
1108;51190;6516;3512;15357;2006;485
1109;32775;6550;2865;9832;1009;274
1110;60625;8637;2146;18187;2648;175
1111;49392;5913;3161;14817;4269;147
1112;54395;8906;3113;16318;1451;489
1113;43711;8133;3762;13113;1764;413
1114;43442;7609;3239;13032;3221;169
1115;38971;6783;2156;11691;2048;164
1116;58251;5585;2654;17475;4450;342
1117;66797;5714;2477;20039;2736;479
1118;42311;7126;2978;12693;4952;136
1119;55380;9381;3602;16614;3638;281
1120;59123;5329;2100;17736;1444;206
1121;60375;9483;3161;18112;4582;107
1122;42287;7540;2808;12686;2146;395
1123;50045;9596;2348;15013;4550;276
1124;56434;7473;2355;16930;3780;307
1125;44056;9898;2684;13216;3523;183
1126;46262;9857;2950;13878;1297;269
1127;45081;5942;2802;13524;1517;196
1128;34605;9255;2821;10381;3263;251
1129;32338;7785;3240;9701;1394;193
1130;57275;6843;3161;17182;3825;388
1131;68860;7815;3115;20658;1709;175
1132;30897;8943;3467;9269;2520;391
1133;68642;6727;3615;20592;1269;392
1134;48348;5400;3663;14504;4565;123
1135;45432;5275;2651;13629;2609;134
1136;51921;9564;2230;15576;2562;469
1137;69584;5501;2165;20875;1710;237
1138;60537;5549;3539;18161;1509;211
1139;58758;5428;3592;17627;4809;419
1140;54223;6887;3861;16266;1483;202
1141;47684;8196;3558;14305;3051;179
1142;45503;6169;3611;13650;1572;192
1143;69629;9728;2191;20888;2728;111
1144;58407;9328;2074;17522;1180;182
1145;65409;8978;3233;19622;2947;104
1146;36285;9109;3581;10885;2336;483
1147;57318;9910;2659;17195;1207;395
1148;38885;6056;3414;11665;2454;223
1149;53864;5574;2760;16159;4245;239
1150;39637;7352;3519;11891;4079;113
1151;66815;9824;3494;20044;3402;316
1152;54465;7382;3463;16339;4680;220
1153;52371;8785;2747;15711;2524;130
1154;42721;5222;2256;12816;4261;272
1155;64247;5514;3735;19274;3227;318
1156;35909;5910;2105;10772;2994;224
1157;65636;8631;3646;19690;1963;433
1158;60648;8495;3424;18194;1145;221
1159;38543;7531;2851;11562;1896;417
1160;42630;9686;2996;12789;4952;349
1161;52421;8190;2797;15726;4167;232
1162;41592;5311;3804;12477;1378;318
1163;69401;8094;3115;20820;3962;247
1164;57488;7446;3628;17246;4320;265
1165;56638;7939;2493;16991;1532;442
1166;33791;7034;3645;10137;1611;207
1167;60408;7747;2551;18122;2954;144
1168;33254;9203;2318;9976;4248;194
1169;65504;8907;3041;19651;4403;269
1170;32883;6614;2188;9864;3653;223
1171;66983;7238;2304;20094;1819;472
1172;49374;7416;3062;14812;4497;359
1173;42921;6516;3819;12876;1021;441
1174;57896;5963;3089;17368;1634;388
1175;56806;9898;3835;17041;1369;444
1176;50044;7840;3181;15013;4585;151
1177;50626;5873;3540;15187;1787;245
1178;54785;7493;2290;16435;3897;120
1179;61570;5751;2309;18471;4547;261
1180;45700;8438;3555;13710;2816;485
1181;55480;9629;3140;16644;4559;105
1182;67491;5590;3002;20247;2135;411
1183;59643;9014;2673;17892;3959;139
1184;36896;7334;3126;11068;3726;199
1185;66278;8751;2000;19883;4047;339
1186;50003;6107;2932;15000;1664;239
1187;36884;9946;2399;11065;1663;458
1188;40316;5078;3863;12094;1410;316
1189;65527;9503;2720;19658;4634;415
1190;39605;5084;3995;11881;2611;293
1191;32466;7893;2609;9739;1734;406
1192;40501;8367;2990;12150;2020;269
1193;41691;9909;3112;12507;3175;373
1194;30302;7807;2776;9090;3879;221
1195;44421;8612;2129;13326;4292;104
1196;53786;6374;3996;16135;3959;287
1197;41238;7227;2983;12371;1609;246
1198;49533;6342;2660;14859;3755;228
1199;61382;6302;3131;18414;3110;385
1200;38868;8590;2844;11660;1943;408
1201;68956;6743;3938;20686;2045;201
1202;68822;6264;3384;20646;1335;275
1203;59108;5412;3077;17732;1252;211
1204;38078;7653;3619;11423;2216;415
1205;65151;8404;2819;19545;3749;164
1206;68855;6706;3870;20656;3184;258
1207;34017;6793;2711;10205;1474;254
1208;56284;8579;3956;16885;4094;100
1209;63017;9767;3734;18905;4867;420
1210;53640;6826;2565;16092;1560;302
1211;51768;9094;3977;15530;3086;364
1212;52020;9159;2072;15606;2756;169
1213;38473;9505;3358;11541;3044;259
1214;65554;7787;2891;19666;4670;259
1215;39920;7283;3028;11976;4909;178
1216;66802;6009;3024;20040;3451;360
1217;44546;7583;3513;13363;3025;290
1218;59035;6531;2761;17710;1107;244
1219;63299;8464;3804;18989;3928;399
1220;54729;9494;3553;16418;3156;496
1221;35320;5450;2715;10596;2765;287
1222;32019;6685;3309;9605;2284;286
1223;61563;9193;2268;18468;4995;116
1224;30833;5025;3364;9249;2250;180
1225;37024;7637;2828;11107;2500;261
1226;45879;6078;2670;13763;1511;349
1227;44297;7609;3652;13289;2659;203
1228;38062;9402;3447;11418;1559;321
1229;62760;7910;3279;18828;4592;313
1230;55233;5346;2568;16569;2197;269
1231;32431;6779;2402;9729;1100;415
1232;30349;8979;3455;9104;4686;327
1233;49374;7383;2002;14812;2409;416
1234;36534;6401;2710;10960;1628;185
1235;33958;8287;2915;10187;3157;432
1236;68134;7858;2717;20440;4223;416
1237;38599;6729;2929;11579;3021;361
1238;67399;5475;3897;20219;2697;295
1239;45574;5548;2217;13672;1742;409
1240;52548;9044;3800;15764;1278;297
1241;42863;9000;3186;12858;3930;388
1242;54052;5871;2318;16215;3569;265
1243;50344;6551;3025;15103;2041;125
1244;63671;5380;2629;19101;3578;237
1245;50926;6166;3328;15277;4526;150
1246;45289;9887;3326;13586;3638;153
1247;34337;9118;3667;10301;4042;412
1248;49484;8610;3282;14845;3285;358
1249;42038;9379;2028;12611;2837;176
1250;62950;5100;3640;18885;4671;163
1251;47812;7571;2853;14343;2165;455
1252;41466;7054;2384;12439;2878;269
1253;47885;7575;3838;14365;3756;469
1254;53379;8152;2514;16013;3844;104
1255;63054;9233;2410;18916;3507;421
1256;45022;5885;3249;13506;4266;348
1257;68279;7624;2198;20483;4169;493
1258;47645;6899;2236;14293;4266;101
1259;58756;6922;2893;17626;4246;234
1260;38356;5549;3113;11506;3231;370
1261;32361;6445;3593;9708;4071;493
1262;63746;5229;3963;19123;2442;228
1263;43727;9044;2572;13118;1411;322
1264;65276;9731;3536;19582;4538;260
1265;39256;7015;2814;11776;3588;386
1266;31251;7583;3637;9375;4882;111
1267;43986;9421;2183;13195;3960;289
1268;38329;5899;2413;11498;3940;334
1269;64115;9322;2239;19234;1238;394
1270;33576;9542;2797;10072;2670;388
1271;67812;8101;3810;20343;3011;175
1272;59109;6180;2566;17732;4807;142
1273;50321;6153;3313;15096;3252;299
1274;36150;6230;2333;10845;4608;233
1275;50921;9217;2367;15276;1102;332
1276;65515;9028;2119;19654;3137;254
1277;36205;7430;2877;10861;2431;117
1278;54286;8278;2862;16285;2296;284
1279;44657;8360;3021;13397;4005;198
1280;42362;9109;3115;12708;3284;357
1281;42262;8544;2946;12678;2907;424
1282;42875;5366;2542;12862;2085;397
1283;61074;5613;3622;18322;4081;348
1284;52101;9433;2733;15630;4415;471
1285;50688;6609;2284;15206;4121;291
1286;50845;6327;3017;15253;1061;419
1287;61611;9370;3984;18483;1715;448
1288;45238;8082;3474;13571;1944;102
1289;52858;7795;2653;15857;3165;200
1290;30890;7194;2778;9267;3420;219
1291;34011;8087;3321;10203;3504;314
1292;61290;9080;2267;18387;2978;214
1293;37297;7049;2477;11189;4624;254
1294;42127;6748;3356;12638;4839;445
1295;49512;5706;3350;14853;4021;330
1296;33668;5294;3573;10100;3719;295
1297;56081;5843;3178;16824;4819;221
1298;38835;8378;3363;11650;3356;371
1299;58633;8839;3834;17589;4046;332
1300;31844;5989;3014;9553;2763;198
1301;55756;8992;3506;16726;2365;211
1302;57663;5627;3499;17298;1174;457
1303;41745;5615;3364;12523;4726;246
1304;32960;8723;3704;9888;1710;345
1305;67926;5938;3378;20377;2979;487
1306;58361;9005;2802;17508;2579;291
1307;49003;5244;3441;14700;3513;215
1308;43210;7477;2599;12963;3755;221
1309;62417;8573;3350;18725;4952;152
1310;64631;6306;3794;19389;4835;284
1311;62331;9867;2587;18699;4034;279
1312;67234;9541;2422;20170;1548;263
1313;65879;6119;2628;19763;3632;307
1314;64840;6285;2657;19452;2095;378
1315;36260;9812;3652;10878;1911;224
1316;41167;9203;3724;12350;3442;306
1317;50132;7094;2899;15039;4491;229
1318;58539;9306;2227;17561;1411;353
1319;62325;6087;2402;18697;3537;116
1320;46935;9373;2537;14080;4687;138
1321;67016;6814;3982;20104;4038;244
1322;52018;9736;3348;15605;2143;360
1323;45092;9941;2138;13527;1769;228
1324;68796;7328;2652;20638;3834;190
1325;44701;9182;2518;13410;4166;196
1326;64111;8686;2736;19233;1454;114
1327;43671;7460;3489;13101;1634;148
1328;41250;6068;3820;12375;3591;174
1329;68688;5654;3144;20606;1727;402
1330;67431;8886;3510;20229;3009;267
1331;58584;9106;3620;17575;4724;379
1332;36402;6197;3773;10920;1523;113
1333;56495;6983;3434;16948;2374;458
1334;55637;7090;3877;16691;3330;235
1335;46501;8156;3798;13950;4784;150
1336;51278;8545;2320;15383;3214;198
1337;55534;5849;3661;16660;3908;284
1338;59682;7739;3883;17904;2359;202
1339;52663;8061;2283;15798;3832;249
1340;56621;5767;3113;16986;3246;195
1341;68416;5456;2672;20524;2159;317
1342;48063;6369;3957;14418;3900;276
1343;53678;6211;2135;16103;2632;130
1344;32590;7530;3898;9777;3786;375
1345;46942;9674;2454;14082;4067;413
1346;32663;6135;2842;9798;4182;218
1347;46046;8559;3067;13813;4322;219
1348;38524;6479;2684;11557;2872;389
1349;46974;7511;2573;14092;4193;457
1350;32844;5275;3357;9853;1842;329
1351;55325;9572;3477;16597;3223;478
1352;50183;6497;2508;15054;3448;468
1353;62860;6015;2400;18858;4783;119
1354;32360;9200;3499;9708;2600;315
1355;66060;5998;3608;19818;4583;190
1356;50652;5672;2785;15195;2527;278
1357;56972;7548;2156;17091;4626;123
1358;49502;7677;2671;14850;3965;266
1359;67279;8876;2420;20183;4704;435
1360;62931;6554;3285;18879;1839;141
1361;49268;8940;2192;14780;2754;226
1362;66735;6700;3357;20020;4029;412
1363;37714;7254;2190;11314;4139;121
1364;65279;8225;3796;19583;2567;426
1365;36454;8180;3890;10936;2680;483
1366;62628;7000;3712;18788;1831;445
1367;44488;9750;2638;13346;3535;492
1368;65679;9189;3858;19703;4506;379
1369;60970;7931;2582;18291;1412;287
1370;62229;5067;2615;18668;4362;132
1371;45022;5043;3688;13506;4945;490
1372;35861;5770;2812;10758;2069;450
1373;57632;5713;2319;17289;3701;112
1374;50376;5815;2942;15112;2332;274
1375;50733;8869;2704;15219;1133;216
1376;48964;7117;3934;14689;4596;347
1377;49502;6997;2399;14850;4595;112
1378;68539;7264;2949;20561;4994;338
1379;50481;7243;3212;15144;2280;299
1380;41841;7821;3451;12552;1789;301
1381;42404;9524;3022;12721;2174;279
1382;45358;5033;2786;13607;4815;414
1383;62173;7055;2037;18651;3696;185
1384;47034;8628;2591;14110;3118;320
1385;55805;9161;2520;16741;1511;128
1386;40290;9602;3151;12087;4711;384
1387;48794;6346;3716;14638;2308;376
1388;43279;8116;3790;12983;4774;262
1389;60651;6672;2744;18195;2547;336
1390;59547;9869;3799;17864;1856;310
1391;53180;5693;3477;15954;4247;197
1392;61013;7470;2929;18303;3020;131
1393;38382;9250;3238;11514;4149;173
1394;42366;8899;2089;12709;1412;294
1395;57614;6184;2156;17284;3601;436
1396;49468;5138;2440;14840;1682;313
1397;34511;8404;2826;10353;3292;103
1398;55856;9662;3663;16756;2273;243
1399;47904;8051;2416;14371;1163;467
1400;67365;5064;3106;20209;3016;407
1401;42968;7248;3965;12890;1922;482
1402;37232;9324;3268;11169;2959;381
1403;58375;5416;2581;17512;1026;247
1404;43300;6410;2961;12990;2121;256
1405;55800;8941;2427;16740;1214;308
1406;58207;7536;2311;17462;1880;466
1407;44333;7857;3692;13299;2056;170
1408;64323;6833;2210;19296;1596;467
1409;41882;7141;2708;12564;4037;259
1410;68618;7478;3210;20585;3381;113
1411;37701;9679;3655;11310;1747;383
1412;31885;7587;3418;9565;2338;473
1413;49677;7697;3715;14903;1642;405
1414;58882;9990;2204;17664;3385;386
1415;68955;9024;2270;20686;2829;298
1416;37741;5546;2575;11322;1046;335
1417;32368;6145;2789;9710;3585;103
1418;52994;6238;2449;15898;2718;375
1419;54860;8288;2439;16458;3269;377
1420;49461;6459;3682;14838;2377;271
1421;58260;9421;2475;17478;1202;108
1422;62486;6530;2158;18745;1768;174
1423;39667;9449;3198;11900;1814;282
1424;49721;6979;2303;14916;4595;344
1425;64200;7781;3526;19260;1384;388
1426;59453;7982;3531;17835;3812;331
1427;46535;8128;2811;13960;3695;148
1428;40682;5384;2074;12204;1518;215
1429;58263;8831;3381;17478;3836;172
1430;64377;8799;3866;19313;2662;243
1431;49517;7501;2526;14855;2592;404
1432;47318;6751;2404;14195;4819;360
1433;55679;8755;2910;16703;3189;178
1434;49282;8736;2707;14784;4622;248
1435;63991;9753;2513;19197;1569;298
1436;46193;5722;3816;13857;2533;277
1437;36032;7746;3764;10809;1337;329
1438;41738;6817;2824;12521;1824;456
1439;46968;7611;3960;14090;4133;358
1440;50205;8639;2877;15061;2863;184
1441;44649;6565;3196;13394;3022;470
