Sr.No;Basic Salary;House Rent Allowance;Other Allowances;Income Tax;Provident Fund;Professional Tax
732;67043;8307;3218;20112;2311;354
733;58173;6474;2895;17451;2507;153
734;35865;6323;2610;10759;2858;442
735;63222;7939;2532;18966;1842;491
736;34659;5898;2116;10397;1283;358
737;32343;8550;2627;9702;4954;238
738;59961;8577;3074;17988;4892;249
739;48085;7827;3994;14425;3346;285
740;43203;5615;2270;12960;2614;143
741;34638;6674;2055;10391;2380;422
742;35302;7437;3591;10590;4448;200
743;54235;9534;3601;16270;3775;390
744;33458;6722;3687;10037;3424;174
745;60912;7271;3602;18273;1821;361
746;49374;8695;2436;14812;4028;411
747;33443;7703;3011;10032;1255;306
748;39562;9336;3478;11868;2876;128
749;48282;6575;3561;14484;1228;114
750;31335;5797;2613;9400;2565;471
751;66864;6152;2473;20059;2913;406
752;60930;5184;2359;18279;2602;232
753;49199;5791;2614;14759;4819;280
754;69631;6229;3279;20889;3241;293
755;44583;9675;2765;13374;4253;343
756;38592;5260;3345;11577;3420;224
757;38567;8524;3571;11570;1957;328
758;42205;5201;2976;12661;3434;468
759;51624;7739;3487;15487;1165;170
760;39036;8358;2811;11710;1907;494
761;30297;6430;2979;9089;3437;238
762;30985;6188;2534;9295;3230;199
763;47564;9757;3085;14269;3064;340
764;49272;9226;2797;14781;4517;417
765;45565;9069;2325;13669;2176;218
766;55464;5949;2839;16639;1513;326
767;38574;6998;2984;11572;4250;483
768;56630;8554;2776;16989;1959;427
769;34602;9241;2473;10380;1448;266
770;44839;6646;2871;13451;4185;136
771;64658;6005;3018;19397;1687;259
772;55360;9507;2041;16608;1086;380
773;56319;8257;2351;16895;2839;181
774;44282;6223;3313;13284;4547;199
775;40207;9303;2560;12062;3178;366
776;69812;5706;3004;20943;4646;232
777;41592;8192;3755;12477;3305;483
778;54345;5345;2457;16303;2594;345
779;53213;7304;3822;15963;4407;461
780;62801;6353;3362;18840;1839;213
781;59411;8813;2281;17823;3069;354
782;31287;9028;2281;9386;4169;294
783;46078;7298;2911;13823;2385;100
784;51888;9275;3367;15566;3397;332
785;49013;7539;3868;14703;3013;475
786;40237;6284;2472;12071;2785;490
787;51645;7717;3024;15493;2433;305
788;45088;8473;2384;13526;4214;103
789;62642;9942;3000;18792;2250;191
790;67534;9946;3268;20260;4571;490
791;66509;8702;3246;19952;4500;388
792;41054;9587;3025;12316;4240;389
793;60771;6577;2290;18231;2054;307
794;65607;7644;2876;19682;3495;139
795;43511;6709;3967;13053;2167;477
796;51388;7424;2571;15416;3484;470
797;56959;8044;3750;17087;4251;298
798;63747;5342;2454;19124;4860;238
799;52589;7747;3814;15776;1229;371
800;66554;8240;2191;19966;3912;412
801;31118;7639;2367;9335;4440;354
802;58301;8218;3509;17490;3844;185
803;34207;7777;3795;10262;1327;402
804;34397;8971;3807;10319;2107;379
805;37621;9446;3938;11286;2604;401
806;48314;8020;2761;14494;2182;329
807;40867;9251;2179;12260;4894;229
808;31763;9989;3721;9528;4664;321
809;45909;9280;3723;13772;4274;150
810;47596;8881;3887;14278;2474;444
811;32781;8123;3271;9834;4884;418
812;44918;8932;2310;13475;4615;286
813;59474;6172;2020;17842;2165;468
814;33315;8467;3228;9994;1735;233
815;69865;9016;3703;20959;4644;179
816;46386;7576;3182;13915;3268;423
817;42672;6415;2898;12801;4801;349
818;30397;7197;3521;9119;3997;160
819;63774;7292;2223;19132;3047;195
820;62531;7834;2260;18759;4907;134
821;49589;9155;3283;14876;4202;109
822;65397;5930;2018;19619;1263;430
823;57876;8805;3832;17362;3707;451
824;54192;5724;2033;16257;4245;260
825;68539;8950;2527;20561;4847;449
826;36155;8228;3553;10846;2369;198
827;66543;9283;3593;19962;4918;373
828;62631;7960;3915;18789;1854;215
829;46336;8009;2742;13900;3415;348
830;58418;7427;2971;17525;2335;317
831;59011;9517;2687;17703;2339;109
832;49274;9173;2540;14782;3097;311
833;65907;9421;3423;19772;2361;149
834;61802;7672;3866;18540;1015;401
835;32629;8583;2312;9788;4985;220
836;52924;5313;3878;15877;2248;429
837;30127;7942;3591;9038;2175;359
838;32877;7850;2286;9863;3574;208
839;31625;8953;2273;9487;1039;275
840;68437;7033;3601;20531;4376;323
841;32841;8215;3094;9852;1064;144
842;45966;5328;2975;13789;4501;242
843;56856;9685;3400;17056;4539;165
844;69608;5745;3559;20882;3013;478
845;59093;7533;3440;17727;1171;438
846;61734;9922;2243;18520;3540;359
847;57454;9637;3034;17236;1793;325
848;55302;7340;3017;16590;1420;322
849;51980;8527;3402;15594;3374;269
850;56619;6783;3425;16985;3772;209
851;55725;7604;2701;16717;3153;453
852;36229;9202;3131;10868;1531;344
853;41572;8331;3353;12471;1975;107
854;52507;7888;3123;15752;4002;497
855;38957;7565;2270;11687;4845;336
856;61956;6308;2339;18586;2189;119
857;49962;7300;2497;14988;1042;179
858;66544;9542;2409;19963;1785;267
859;37475;9700;3227;11242;3491;423
860;44913;5085;2530;13473;2087;200
861;64217;6305;2051;19265;4369;325
862;49227;7712;2781;14768;4496;401
863;68961;9606;3098;20688;3140;345
864;32996;6611;3541;9898;4199;313
865;69259;6003;2466;20777;1526;206
866;40610;6199;3849;12183;1561;365
867;54667;7558;3223;16400;2244;304
868;69285;5961;3073;20785;4001;327
869;60852;6387;2966;18255;2754;268
870;44528;8815;2073;13358;3709;251
871;59707;8411;2979;17912;3574;278
872;51039;7428;3214;15311;2243;112
873;67583;5613;2066;20274;2029;241
874;66537;8861;2763;19961;1801;405
875;68914;7663;2094;20674;1155;148
876;41418;6539;2099;12425;4340;403
877;30317;8643;2388;9095;4401;335
878;64312;8763;2577;19293;4489;453
879;45127;9186;2795;13538;4157;410
880;56632;9868;3514;16989;4460;273
881;37652;5035;3881;11295;2893;182
882;56921;5032;3294;17076;4008;424
883;52402;5414;2812;15720;1695;405
884;57953;9576;2209;17385;4675;317
885;34461;7298;3541;10338;3110;252
886;43019;9316;3687;12905;3422;182
887;46747;5166;2949;14024;2841;283
888;51255;8803;2075;15376;3746;205
889;39693;6438;3419;11907;2365;373
890;35273;8303;2867;10581;2613;162
891;66662;7571;2400;19998;3931;249
892;65163;5796;3814;19548;2466;289
893;56995;9697;3452;17098;3555;445
894;44897;9567;3950;13469;3805;119
895;44347;6422;3864;13304;1789;374
896;59680;7655;3465;17904;4940;168
897;58400;8043;3097;17520;1587;236
898;51662;5536;3683;15498;4411;317
899;44765;6217;2704;13429;2363;429
900;38035;5084;2899;11410;3474;471
901;34025;8290;3003;10207;3849;219
902;32985;7361;2807;9895;2138;224
903;65966;5973;2601;19789;2524;211
904;39853;8648;3357;11955;3566;291
905;50699;5584;2026;15209;2777;133
906;46288;6916;3206;13886;3379;342
907;35309;6385;2650;10592;1634;236
908;44391;6289;2920;13317;4714;405
909;32249;6039;2229;9674;2763;295
910;35125;7853;2069;10537;4792;306
911;41154;7011;3795;12346;3986;441
912;62072;8966;3970;18621;3193;166
913;44040;5385;2240;13212;1321;473
914;61130;9874;3760;18339;4492;494
915;43938;5549;2846;13181;1944;164
916;53133;8815;2311;15939;3219;479
917;45864;6491;2482;13759;1859;144
918;51478;9639;3534;15443;1341;357
919;64887;6765;2387;19466;2513;263
920;43217;5075;3919;12965;4877;446
921;67295;5518;3053;20188;2152;320
922;45884;9806;2717;13765;4374;178
923;66134;5589;2394;19840;3253;316
924;48109;5978;2483;14432;2989;365
925;42023;5213;3391;12606;1166;323
926;47831;8412;3127;14349;4828;459
927;60363;9301;2837;18108;4196;408
928;43889;8080;2312;13166;3292;375
929;53236;6779;3937;15970;1916;439
930;38989;6812;3250;11696;2902;266
931;42036;6594;2243;12610;2819;110
932;30091;8467;2167;9027;3455;110
933;32165;5529;3265;9649;3332;247
934;60546;8548;3158;18163;4168;423
935;34687;8705;2830;10406;3314;316
936;33495;7151;2506;10048;2079;179
937;53650;5377;2826;16095;2335;333
938;38381;7275;2000;11514;2191;354
939;47096;7772;2415;14128;4139;440
940;49823;9890;3019;14946;1009;379
941;46479;6590;2202;13943;2593;398
942;57963;9973;3569;17388;3627;310
943;30622;6441;2038;9186;2071;274
944;45432;8776;3645;13629;1019;451
945;35504;9083;3588;10651;1493;181
946;58217;8285;2477;17465;1478;169
947;58907;5386;2687;17672;2791;214
948;47212;5179;3784;14163;4893;172
949;51358;8254;3458;15407;3433;151
950;68278;6878;2222;20483;4512;328
951;40193;7761;3506;12057;1717;436
952;67052;9107;3654;20115;1556;301
953;48449;9952;2111;14534;2379;357
954;67775;6820;2059;20332;1244;342
955;34933;6442;2177;10479;1200;477
956;47051;9450;3084;14115;4350;124
957;69592;9078;2102;20877;1877;230
958;40736;9004;3095;12220;2540;116
959;57617;9710;3664;17285;3283;244
960;52046;6883;2118;15613;1435;200
961;53453;7125;2080;16035;1829;377
962;69520;8636;2932;20856;1472;285
963;61295;9586;3207;18388;4646;389
964;49384;5161;2969;14815;3647;346
965;51428;9267;2737;15428;2778;253
966;56201;7738;2320;16860;2684;229
967;37545;8247;3741;11263;2293;480
968;59681;9091;3667;17904;1376;342
969;35948;5921;2609;10784;3198;382
970;44925;7794;3140;13477;1304;458
971;41293;5475;3479;12387;3487;108
972;65103;5546;3598;19530;2788;184
973;60801;6388;3635;18240;1828;200
974;43457;7392;3990;13037;1666;221
975;58819;7658;3552;17645;2847;355
976;40377;9453;3135;12113;2097;395
977;58377;6256;3649;17513;1329;427
978;37381;6976;3167;11214;2439;304
979;55906;9661;3607;16771;3542;488
980;38796;6906;3966;11638;1361;471
981;57144;9016;2349;17143;3355;476
982;55403;6946;2000;16620;1538;116
983;53234;8386;3679;15970;1390;152
984;57375;6969;3348;17212;2406;414
985;42648;8944;3918;12794;1790;305
986;67731;8484;2535;20319;4815;488
987;44350;7071;3273;13305;4368;146
988;69851;6428;3502;20955;2965;402
989;59840;8570;2384;17952;2880;168
990;42256;9827;2652;12676;3013;320
991;33702;8908;3263;10110;3508;189
992;35601;6016;3428;10680;2740;421
993;32602;7657;2850;9780;2944;416
994;60176;7788;2543;18052;3319;193
995;55489;6495;2088;16646;1765;374
996;36413;5545;2597;10923;4456;471
997;38971;8418;2665;11691;2457;346
998;38195;6183;2511;11458;4235;326
999;68325;5601;2022;20497;1168;323
1000;47432;5281;3094;14229;1241;452
1001;53242;5951;2659;15972;2769;367
1002;55925;5956;3887;16777;3161;289
1003;47135;5993;2715;14140;4130;100
1004;68346;9406;3604;20503;1416;269
1005;38577;6271;2677;11573;4675;232
1006;69692;7287;3374;20907;1118;200
1007;46318;8289;2203;13895;3327;358
1008;51246;8582;3348;15373;4807;106
1009;60774;6280;2686;18232;3136;377
1010;30685;9489;3770;9205;4912;272
1011;34552;8653;2809;10365;1331;343
1012;58169;6601;2907;17450;4546;447
1013;31175;6598;2527;9352;2395;479
1014;67057;9188;3286;20117;1667;224
1015;68215;6701;3968;20464;3641;182
1016;36296;9296;2872;10888;2782;394
1017;48146;9376;2445;14443;2597;443
1018;42178;9974;2456;12653;3259;409
1019;67537;6440;3335;20261;3859;248
1020;58186;5708;3126;17455;1860;316
1021;50687;9209;2987;15206;3405;158
1022;62111;9359;2963;18633;4552;125
1023;58146;7632;2016;17443;2684;242
1024;42143;7073;2222;12642;3365;426
1025;53146;9313;2439;15943;2032;421
1026;69703;9826;2724;20910;2018;255
1027;32168;9850;3423;9650;2575;408
1028;47252;6586;3632;14175;1820;284
1029;43809;6087;2702;13142;1148;280
1030;50141;7347;3832;15042;1581;134
1031;55736;5399;3157;16720;4410;436
1032;44573;5062;3188;13371;1550;335
1033;61642;7480;2816;18492;1298;255
1034;55617;9142;2004;16685;4500;430
1035;36234;9305;2265;10870;3865;364
1036;40123;5027;3214;12036;4217;136
1037;50016;8173;3717;15004;2600;167
1038;38256;5137;3009;11476;4393;300
1039;61387;5301;2154;18416;1595;276
1040;60943;6352;2683;18282;3970;363
1041;35144;7163;3005;10543;3020;131
1042;38729;8270;3702;11618;1270;189
1043;40057;9255;2416;12017;3094;348
1044;62963;5931;2060;18888;4044;416
1045;46751;7815;2395;14025;1041;103
1046;32834;8462;2499;9850;1899;496
1047;32131;6462;2529;9639;2857;396
1048;59049;9290;3778;17714;4643;246
1049;49440;5941;2520;14832;3885;199
1050;34799;9674;3801;10439;2558;483
1051;56983;5474;3886;17094;1363;397
1052;40494;7133;2157;12148;4241;440
1053;47912;7853;2654;14373;2446;365
1054;31079;9512;3067;9323;2390;245
1055;56962;5381;2625;17088;1241;370
1056;66110;9126;2240;19833;4565;232
1057;58685;7317;2432;17605;2369;119
1058;33570;6522;3661;10071;4404;340
1059;67206;7422;3360;20161;2612;369
1060;30015;5945;3745;9004;3119;361
1061;49860;5674;2197;14958;3490;345
1062;58674;8039;3709;17602;1985;121
1063;30918;5721;2373;9275;2187;139
1064;66283;9785;2031;19884;3588;305
1065;53671;6412;3818;16101;1228;336
1066;33913;8128;2111;10173;2984;283
1067;63144;6954;2849;18943;3495;253
1068;49047;9743;2752;14714;3102;142
1069;66822;5134;3845;20046;1757;451
1070;41080;5178;3860;12324;1483;480
1071;59329;6709;2194;17798;4867;336
1072;47458;7005;2138;14237;3450;269
1073;66193;9788;3888;19857;2427;447
1074;33156;5393;2577;9946;1400;166
1075;69833;6080;2558;20949;4271;475
1076;38259;6854;3100;11477;2096;198
1077;57266;7788;2312;17179;4046;208
1078;37963;6015;3341;11388;3681;206
1079;33967;9136;2181;10190;1451;196
1080;64184;8535;2117;19255;2414;287
1081;57452;6408;3092;17235;4788;475
1082;44815;8413;3426;13444;1327;204
1083;44542;6394;3479;13362;1700;431
1084;42240;6999;3429;12672;1065;448
1085;67948;6235;2302;20384;1179;342
1086;64368;5801;2310;19310;3082;448
1087;50885;5258;3907;15265;1934;241
1088;47926;5025;2440;14377;1952;435
1089;69461;9837;3644;20838;3011;269
1090;54930;6617;3807;16479;2372;143
1091;50173;8625;3624;15051;1548;203
1092;52739;8356;3102;15821;1952;418
1093;51077;6211;2063;15323;2578;347
1094;53346;5582;3876;16003;2631;434
1095;56607;7607;2140;16982;4809;127
1096;50654;5687;3840;15196;4489;480
1097;40062;9934;3758;12018;1764;152
1098;53944;7602;2427;16183;3217;422
1099;34322;7197;2474;10296;4715;480
1100;42459;8764;3769;12737;3577;465
1101;39478;7873;3325;11843;2229;120
1102;61942;9452;2776;18582;3468;386
1103;43825;6225;3012;13147;2479;460
1104;54200;8548;2030;16260;1033;368
1105;63994;6472;3517;19198;3298;433
1106;62473;5169;3218;18741;4349;408
1107;42622;5541;3277;12786;2455;191
1108;66677;9136;2415;20003;4416;103
1109;67993;8841;3600;20397;4800;391
1110;52844;7037;2125;15853;3453;467
1111;61274;8293;3150;18382;3252;256
1112;68148;7835;3508;20444;4515;375
1113;55023;7654;3546;16506;4541;283
1114;66657;5261;2767;19997;1523;418
1115;34997;5447;3598;10499;4823;437
1116;36676;8904;2143;11002;4520;284
1117;53971;9300;3952;16191;2441;128
1118;38539;7534;3174;11561;4845;331
1119;37364;5108;2832;11209;2377;305
1120;51545;7144;3419;15463;1352;370
1121;60284;7141;2672;18085;1131;419
1122;30784;8239;2895;9235;2031;395
1123;51969;5561;2424;15590;3683;158
1124;62391;9179;2220;18717;4348;336
1125;65445;9386;3731;19633;4089;130
1126;50147;6825;3589;15044;3274;409
1127;62546;6724;3372;18763;2287;341
1128;64512;5748;3596;19353;4769;108
1129;32288;7634;3512;9686;3811;296
1130;59657;6342;3914;17897;3427;372
1131;57431;9548;3785;17229;1650;203
1132;31701;9836;3730;9510;3138;176
1133;69078;5788;3841;20723;3481;283
1134;30132;6704;3057;9039;1863;111
1135;63245;8644;2505;18973;4364;300
1136;61440;8112;2759;18432;1646;236
1137;55847;7692;2207;16754;3212;172
1138;57474;5286;2491;17242;3640;196
1139;53972;9319;3720;16191;4826;169
1140;47323;6442;3763;14196;4658;387
1141;43754;6853;2373;13126;3374;258
1142;61450;5837;2581;18435;3253;342
1143;56466;6385;2997;16939;3436;200
1144;41870;8969;2155;12561;1817;307
1145;35187;5239;2837;10556;2365;270
1146;67313;9838;2143;20193;2852;153
1147;47601;6510;3221;14280;1623;482
1148;31858;8900;2105;9557;4368;211
1149;32633;6266;3520;9789;4441;149
1150;33708;8382;2137;10112;1781;137
1151;58604;7366;3519;17581;2778;332
1152;60025;5637;2066;18007;1321;256
1153;48473;8375;2982;14541;1950;480
1154;30480;8437;3184;9144;3771;259
1155;51504;7580;3536;15451;2679;222
1156;33667;7278;2334;10100;4820;386
1157;56402;6608;3723;16920;2189;430
1158;50655;7058;2411;15196;4788;459
1159;31043;9123;3396;9312;2749;260
1160;49251;6760;2320;14775;4673;418
1161;32351;5094;2208;9705;4704;472
1162;48276;7650;3034;14482;2714;289
1163;44414;5568;3982;13324;3476;238
1164;69307;5717;2699;20792;4931;117
1165;68174;8885;2846;20452;1188;384
1166;49401;8525;2386;14820;4493;123
1167;41759;7767;2752;12527;4979;208
1168;45502;5592;3908;13650;3116;184
1169;43344;9814;2602;13003;1142;406
1170;36497;7664;2193;10949;3516;306
1171;53396;8568;3087;16018;3737;394
1172;30819;6236;2811;9245;1762;259
1173;52809;6758;2603;15842;1856;403
1174;36544;9476;2179;10963;4832;356
1175;51422;7646;3714;15426;1392;244
1176;69789;7983;2224;20936;4528;311
1177;35748;5221;3664;10724;2334;365
1178;65064;9228;3714;19519;1788;367
1179;61407;5731;2266;18422;3536;468
1180;37879;8540;3956;11363;3321;424
1181;45986;9268;2286;13795;2894;235
1182;47312;9743;3913;14193;2667;331
1183;43345;7755;2441;13003;2494;363
1184;36391;5371;2429;10917;1447;380
1185;54190;7876;2588;16257;2032;197
1186;46606;5918;3156;13981;3475;323
1187;48292;7532;3728;14487;2267;453
1188;69876;7312;3155;20962;1294;224
1189;55134;8701;2688;16540;4322;255
1190;52321;6308;3562;15696;3653;301
1191;68941;9483;2875;20682;4884;368
1192;46704;5517;2286;14011;2748;251
1193;67650;7230;2125;20295;1449;313
1194;56731;6381;2761;17019;1773;156
1195;56602;7971;2515;16980;4343;256
1196;53958;7738;3008;16187;1936;489
1197;42250;8950;3512;12675;4622;386
1198;37970;5942;2120;11391;2165;458
1199;65938;6929;2329;19781;2648;118
1200;46494;8158;3237;13948;4409;144
1201;38670;6673;3675;11601;1292;453
1202;65909;9739;3750;19772;4805;113
1203;32328;5523;2002;9698;2635;176
1204;48043;7010;2363;14412;2418;241
1205;46631;8165;2911;13989;3793;445
1206;58418;9221;3957;17525;1385;362
1207;39754;8956;3916;11926;1042;338
1208;52274;8603;2810;15682;2131;218
1209;38221;8351;3876;11466;2243;374
1210;38968;6139;2198;11690;1924;419
1211;54163;6214;2009;16248;2130;180
1212;66525;8705;3575;19957;3494;391
1213;58465;7280;2603;17539;2624;144
1214;39402;8329;2883;11820;1673;416
1215;45517;5687;2543;13655;4792;293
1216;68429;8377;3574;20528;1200;144
1217;54508;8393;2314;16352;1306;478
1218;46854;9872;3775;14056;3498;419
1219;54253;5790;2140;16275;4735;459
1220;43635;7739;2101;13090;3389;353
1221;41935;7747;2460;12580;3139;477
1222;62767;8584;2272;18830;1843;224
1223;54649;7044;2401;16394;2575;260
1224;54198;7105;3630;16259;4521;229
1225;59953;7168;3951;17985;2298;195
1226;43285;8631;3791;12985;2029;116
1227;68301;7200;3431;20490;3890;153
1228;46119;5182;3134;13835;3946;315
1229;61307;6397;2951;18392;1741;387
1230;52368;9868;3386;15710;1968;173
1231;31609;9188;3232;9482;1672;449
1232;62174;7135;3455;18652;3389;288
1233;48582;8837;2801;14574;1459;177
1234;50116;9168;3358;15034;4566;305
1235;66611;5668;3532;19983;3048;103
1236;53204;9191;3591;15961;3440;360
1237;40477;5681;3432;12143;2579;480
1238;31956;9016;2363;9586;4442;432
1239;33541;8955;2561;10062;1124;469
1240;58280;8264;2189;17484;3863;437
1241;67984;7185;3456;20395;3394;301
1242;32404;6126;3156;9721;2143;151
1243;49479;7377;3782;14843;2583;242
1244;68435;7536;2138;20530;4070;139
1245;58324;9776;3919;17497;4528;362
1246;40972;7280;3726;12291;1967;450
1247;59783;7656;2761;17934;3388;491
1248;60481;7174;3582;18144;1223;196
1249;61570;8832;2273;18471;1899;488
1250;50819;5222;2644;15245;2543;112
1251;34466;7662;2214;10339;3356;213
1252;50000;9356;3930;15000;2982;377
1253;32385;5658;3756;9715;2522;309
1254;60738;5523;3881;18221;3513;399
1255;63376;9107;3964;19012;2837;145
1256;52877;5278;2597;15863;3771;492
1257;69567;7277;2873;20870;2135;313
1258;34722;5063;3701;10416;4570;262
1259;58059;7440;3033;17417;4789;363
1260;31874;7056;2585;9562;2402;254
1261;30921;9115;2704;9276;2273;222
1262;40171;7524;2895;12051;1338;284
1263;41331;9755;3765;12399;3688;115
1264;51030;5597;3383;15309;3285;425
1265;33566;7341;2922;10069;2066;218
1266;48546;8775;3894;14563;4103;232
1267;64884;5880;3039;19465;3583;451
1268;30739;6012;3860;9221;2003;221
1269;37351;5953;3840;11205;3777;333
1270;47726;8689;3119;14317;4023;472
1271;49297;9658;2191;14789;2148;412
1272;38409;9390;2498;11522;1445;112
1273;61036;7492;2694;18310;2863;437
1274;30549;8682;3163;9164;3250;208
1275;52400;6551;3541;15720;1105;341
1276;31907;6284;3154;9572;2476;283
1277;47960;9660;3434;14388;3625;294
1278;59097;6164;2616;17729;2472;357
1279;68568;6436;3556;20570;4132;490
1280;45271;6751;2724;13581;3331;475
1281;41339;9762;3455;12401;3306;256
1282;50423;7554;2992;15126;3531;405
1283;39112;9509;2148;11733;1605;409
1284;38818;8976;3809;11645;4448;112
1285;56115;6661;3775;16834;4059;415
1286;66753;6198;3880;20025;1789;356
1287;68164;5330;3589;20449;4972;257
1288;67892;5050;3265;20367;3575;359
1289;32153;8054;2816;9645;3702;234
1290;67959;9302;3974;20387;1392;477
1291;38880;8926;2294;11664;3211;119
1292;51139;5795;3220;15341;4318;101
1293;64794;8595;3585;19438;2710;184
1294;32661;8314;3445;9798;1768;145
1295;34920;9155;3801;10476;4791;147
1296;66443;7443;3601;19932;4727;272
1297;55234;8364;2727;16570;3379;215
1298;61638;5586;2851;18491;4760;333
1299;32967;8841;3554;9890;1474;208
1300;43398;7072;3285;13019;2193;282
1301;69849;5823;2533;20954;2333;203
1302;36206;9514;2111;10861;2283;350
1303;63101;6694;2005;18930;3170;315
1304;33797;6169;3808;10139;2670;207
1305;42040;8290;2332;12612;3518;252
1306;62544;5341;2953;18763;2047;432
1307;37491;7014;2461;11247;4160;401
1308;35317;7366;3363;10595;3582;212
1309;34046;5212;2499;10213;2096;438
1310;58691;5736;3511;17607;2954;197
1311;48969;9549;3179;14690;4867;377
1312;60057;5671;3419;18017;1306;140
1313;30075;5060;2137;9022;1163;234
1314;35264;8914;3683;10579;2746;299
1315;39408;5763;3952;11822;1621;489
1316;56492;5111;3583;16947;1531;130
1317;54095;6577;3941;16228;3373;490
1318;45282;5599;3606;13584;2156;205
1319;35636;5184;3675;10690;4240;479
1320;55942;8625;3206;16782;3733;426
1321;41176;5226;3005;12352;3599;458
1322;50873;9422;2069;15261;1456;278
1323;56720;9386;3776;17016;4755;330
1324;63801;6341;2015;19140;3024;335
1325;43184;5091;3832;12955;2335;469
1326;48836;6052;2324;14650;1086;449
1327;30369;8762;3321;9110;4186;375
1328;56615;6641;3029;16984;1327;423
1329;37641;7386;2274;11292;4507;212
1330;33121;5938;2843;9936;3155;163
1331;68590;6812;2090;20577;1361;185
1332;53565;9068;2694;16069;2137;374
1333;40525;5338;3470;12157;2350;175
1334;45356;7986;3820;13606;4701;288
1335;62937;7652;3126;18881;1983;342
1336;49475;7167;3988;14842;3373;390
1337;45362;6201;2427;13608;4392;262
1338;56266;9538;3038;16879;4003;393
1339;53177;5863;3221;15953;4893;359
1340;34372;9647;3604;10311;1642;222
1341;65734;7168;2053;19720;1848;488
1342;65106;5310;3210;19531;3570;300
1343;36932;9609;3793;11079;3796;331
1344;35413;9255;2978;10623;3018;409
1345;32164;7199;3517;9649;2427;354
1346;45543;9773;2922;13662;3663;312
1347;64111;9925;2874;19233;4500;329
1348;57770;9528;2997;17331;2540;423
1349;49750;6895;3195;14925;4697;155
1350;55203;8797;3850;16560;4388;110
1351;68740;5840;2719;20622;1405;191
1352;40283;9863;2769;12084;3306;329
1353;51602;6071;3091;15480;3794;150
1354;47670;5878;3192;14301;1443;394
1355;39928;6474;3359;11978;2878;437
1356;39249;6236;3066;11774;2113;184
1357;67312;8630;3985;20193;2442;480
1358;48386;9569;2343;14515;4595;396
1359;46603;5670;3255;13980;1176;485
1360;45818;8331;3107;13745;1912;202
1361;37242;7787;2267;11172;4424;358
1362;66775;8019;2555;20032;2300;369
1363;51359;8305;2511;15407;3663;499
1364;33310;8993;2206;9993;2540;278
1365;60688;9072;3927;18206;1391;260
1366;43779;6927;3590;13133;2088;494
1367;54467;8970;3539;16340;4064;122
1368;30859;9633;3951;9257;2202;308
1369;44949;7174;2979;13484;4147;315
1370;42504;5573;3792;12751;3123;184
1371;38629;9484;2197;11588;2603;257
1372;55543;8049;3820;16662;2578;390
1373;40046;5179;2714;12013;2008;209
1374;63846;7928;3083;19153;2525;244
1375;41131;7198;3747;12339;3868;278
1376;33310;9457;2623;9993;1125;289
1377;43585;9918;3202;13075;1013;272
1378;30624;6772;3024;9187;2521;124
1379;61106;5567;3789;18331;2317;421
1380;56714;7835;2531;17014;1612;320
1381;39377;6487;2590;11813;4160;192
1382;55250;7224;3606;16575;2937;438
1383;43688;8653;3449;13106;4353;367
1384;57807;5669;2266;17342;3718;371
1385;55790;9768;3283;16737;4901;456
1386;41401;9335;2741;12420;3178;213
1387;34790;6306;2231;10437;3097;382
1388;46295;6499;2785;13888;2254;225
1389;67236;6840;3016;20170;4137;420
1390;48835;6220;3205;14650;4955;436
1391;39985;8466;3383;11995;1051;334
1392;57705;8560;2363;17311;4812;289
1393;35187;5456;3540;10556;2436;143
1394;35477;7211;3637;10643;1478;356
1395;67112;7247;2470;20133;3459;249
1396;40668;8603;3950;12200;4699;346
1397;31393;9018;2679;9417;1935;189
1398;40422;5152;3449;12126;3484;424
1399;47389;8179;3098;14216;1829;283
1400;69750;8534;3124;20925;3187;320
1401;36512;6263;2376;10953;1343;189
1402;46130;7607;3600;13839;4474;111
1403;58223;8437;2713;17466;4513;238
1404;61664;6421;3577;18499;3402;161
1405;49791;9129;2595;14937;4515;470
1406;53129;9386;2080;15938;4400;322
1407;60630;9453;3204;18189;1872;201
1408;69023;7713;3576;20706;2349;452
1409;41685;6867;2380;12505;1457;348
1410;60006;5041;3308;18001;2423;272
1411;57288;6551;2065;17186;4698;468
1412;64705;7767;2482;19411;3373;239
1413;33020;9608;3445;9906;4793;183
1414;68648;8222;2227;20594;1674;177
1415;66095;9131;2105;19828;3122;161
1416;35583;5101;2827;10674;3416;434
1417;58551;9612;3053;17565;3710;277
1418;39366;6785;2081;11809;3263;436
1419;65362;5450;2325;19608;3950;156
1420;37369;9512;2049;11210;4521;124
1421;33217;8815;2421;9965;1917;429
1422;31856;6378;3285;9556;3339;249
1423;33147;5728;3384;9944;2088;178
1424;59807;6095;3976;17942;3333;279
1425;69470;8506;2772;20841;4109;178
1426;37410;9178;2795;11223;3405;292
1427;31367;6976;2306;9410;1192;397
1428;57967;8305;2158;17390;1113;357
1429;36389;6645;3692;10916;2789;397
1430;44985;6030;3316;13495;2985;239
1431;69674;5810;3750;20902;3305;133
1432;34273;7368;3655;10281;1957;217
1433;51239;7599;3563;15371;4129;252
1434;56713;7227;3412;17013;2108;462
1435;55835;5454;2889;16750;2688;128
1436;64533;5618;2836;19359;2600;423
1437;40582;9919;2998;12174;2756;343
1438;68224;5447;3180;20467;2374;408
1439;31439;6392;2596;9431;4723;315
1440;65657;7631;2743;19697;3640;119
1441;38043;5986;3582;11412;3866;387
