Sr.No;Basic Salary;House Rent Allowance;Other Allowances;Income Tax;Provident Fund;Professional Tax
732;46676;5590;2870;14002;3525;428
733;61535;7741;2354;18460;3433;330
734;60209;9854;3649;18062;3273;498
735;69243;8447;2629;20772;4695;398
736;31873;9053;2893;9561;1330;477
737;30777;7928;3389;9233;1979;239
738;31555;6683;3937;9466;2152;181
739;36255;7033;3694;10876;4377;304
740;45928;6783;2415;13778;2996;178
741;32227;7946;3568;9668;2182;280
742;43521;5311;2244;13056;2564;289
743;33976;8561;2421;10192;2354;175
744;67986;7133;2193;20395;1680;230
745;41635;9204;3946;12490;4061;198
746;40902;5247;2144;12270;1248;290
747;60602;8589;3977;18180;2154;139
748;68000;5992;2318;20400;2484;207
749;30834;5378;2801;9250;4470;474
750;36049;8530;3018;10814;1723;366
751;40663;9684;3197;12198;4712;394
752;33110;7065;2983;9933;4076;333
753;60749;8338;3782;18224;4904;414
754;59242;8661;2338;17772;4780;203
755;48791;6669;2848;14637;4775;421
756;41941;9994;3775;12582;2592;235
757;39958;5865;3942;11987;1105;190
758;47507;8222;2411;14252;3332;320
759;56785;9814;2733;17035;3292;198
760;58668;6604;2496;17600;3012;451
761;65681;9581;3605;19704;1934;153
762;59302;7266;2133;17790;1886;203
763;32087;6825;2329;9626;3851;478
764;45816;6809;3220;13744;2766;458
765;43534;9853;2921;13060;3651;340
766;52361;6348;3566;15708;3006;206
767;63451;5420;2169;19035;2366;286
768;50528;5921;2022;15158;3488;480
769;55720;8590;3354;16716;2917;384
770;57458;8679;2925;17237;4886;246
771;68612;9814;2235;20583;4276;165
772;35450;7556;3723;10635;3760;337
773;54603;9638;2447;16380;2632;294
774;49485;7369;3889;14845;3900;212
775;31706;6558;3142;9511;1948;307
776;32463;5633;2902;9738;4737;337
777;57160;9031;3772;17148;4067;275
778;54610;8434;3582;16383;1432;190
779;58345;5827;2187;17503;2499;358
780;32861;6089;3200;9858;3425;318
781;42546;6468;2864;12763;2813;163
782;47768;6849;3987;14330;1027;138
783;67335;6147;3386;20200;4500;449
784;41086;8941;2341;12325;3400;454
785;49040;7686;2261;14712;4496;320
786;39151;6585;3416;11745;2126;406
787;69418;7035;2670;20825;4209;462
788;46564;9610;3297;13969;1679;151
789;31189;7866;3159;9356;1066;336
790;47361;8912;3433;14208;3802;357
791;33822;6864;2211;10146;4367;474
792;66050;5102;2438;19815;3078;453
793;63644;8522;2017;19093;2385;119
794;63232;8513;2089;18969;2545;187
795;35295;8318;2184;10588;4552;409
796;64151;5637;3451;19245;2089;174
797;33892;6113;3465;10167;2853;416
798;61740;8876;3227;18522;4683;252
799;53301;8286;2746;15990;1091;437
800;44768;6865;3510;13430;4577;174
801;54945;9718;2944;16483;3954;255
802;55580;8583;2295;16674;3275;152
803;54013;6094;3675;16203;2504;175
804;38490;7991;2580;11547;1525;454
805;41922;9784;2564;12576;3526;365
806;42684;8397;2465;12805;1793;351
807;46001;7606;2785;13800;1096;223
808;53565;5353;2483;16069;1984;150
809;43548;6342;3262;13064;3460;441
810;43859;7030;2604;13157;4493;134
811;45363;8618;3502;13608;1255;416
812;37895;6060;3911;11368;2174;272
813;67381;6670;2132;20214;1229;122
814;40716;5827;3765;12214;4682;119
815;33177;5882;2757;9953;2755;368
816;32444;8999;3286;9733;4472;459
817;43754;5648;2684;13126;4151;454
818;38253;6717;3123;11475;3050;312
819;48767;9693;2372;14630;3507;377
820;67287;9177;2732;20186;1485;457
821;45628;5595;2943;13688;2402;422
822;55717;6984;2628;16715;4610;417
823;62169;5554;3034;18650;3127;192
824;49691;7991;2121;14907;4265;142
825;34012;8770;2504;10203;1579;476
826;36919;5365;2765;11075;3090;297
827;33525;8688;3607;10057;2936;478
828;63656;7291;3150;19096;3913;201
829;58706;6984;2344;17611;1496;437
830;33006;5544;3668;9901;2808;149
831;33380;9059;2269;10014;2073;141
832;40934;9947;3147;12280;3134;497
833;34826;6023;3161;10447;3482;172
834;52655;9038;2887;15796;3967;351
835;35687;7562;2497;10706;3160;170
836;50238;6127;3701;15071;2888;417
837;53995;5159;3956;16198;4523;260
838;42524;6916;2985;12757;4117;469
839;34628;5025;2861;10388;4388;164
840;39040;5750;3844;11712;2925;354
841;50588;7273;2292;15176;3659;169
842;38318;8798;3267;11495;2965;130
843;65817;9575;3470;19745;2733;474
844;59055;7495;2380;17716;1529;297
845;37859;6993;3365;11357;2801;168
846;54984;6584;2409;16495;1714;128
847;67930;8150;2185;20379;1944;351
848;44836;8838;2402;13450;2159;336
849;40806;9742;3738;12241;2636;493
850;33874;6293;2420;10162;4435;176
851;47319;5051;2610;14195;4083;333
852;31115;6525;3632;9334;4092;333
853;45756;5207;2652;13726;2179;220
854;45296;7721;3280;13588;4164;155
855;66128;7446;3059;19838;2993;348
856;34079;5663;3971;10223;4569;173
857;40037;9145;2708;12011;2376;179
858;32475;6019;3150;9742;3303;194
859;30847;6647;2132;9254;1268;450
860;39734;7752;2601;11920;4018;231
861;38231;6727;3702;11469;1097;181
862;36150;8537;2082;10845;3560;337
863;60707;9832;2155;18212;2372;222
864;38632;9436;3703;11589;3394;128
865;56761;9885;2567;17028;3320;424
866;53540;8498;2218;16062;3858;432
867;37488;9089;2840;11246;2462;246
868;50326;7826;2387;15097;1869;140
869;36646;5276;2568;10993;1629;370
870;62957;6528;3326;18887;1768;451
871;39402;8341;2121;11820;1664;226
872;63452;7665;3762;19035;2106;277
873;37395;5768;3800;11218;3786;121
874;65115;7387;2052;19534;4430;172
875;50357;5871;3176;15107;2952;276
876;66916;9076;2794;20074;3801;454
877;53605;7980;3558;16081;3917;348
878;53774;9615;3739;16132;3918;476
879;33552;8094;3123;10065;2747;184
880;61017;8357;2768;18305;3195;104
881;50608;8912;2947;15182;3467;281
882;63957;6306;2740;19187;2053;499
883;66285;6151;2836;19885;1058;491
884;49002;6153;3386;14700;1261;336
885;33312;9926;2528;9993;3930;388
886;55964;9582;3473;16789;3244;493
887;56682;7517;3750;17004;3601;285
888;52499;9174;2207;15749;2057;329
889;48323;5668;2951;14496;3786;413
890;44941;6298;3421;13482;2046;130
891;55198;5923;3851;16559;4331;106
892;53339;7990;2072;16001;3140;398
893;33704;5338;3810;10111;4763;412
894;33080;7248;3498;9924;1301;261
895;67961;8263;3964;20388;4401;272
896;50546;5557;3341;15163;3221;339
897;49748;5572;2071;14924;3414;401
898;64421;7688;2616;19326;3537;103
899;42019;6533;3136;12605;4423;122
900;64399;5411;3853;19319;4721;124
901;44087;5508;2280;13226;1506;478
902;61687;5567;2026;18506;2503;355
903;40801;9519;2611;12240;2820;411
904;41988;6033;3287;12596;3083;448
905;57299;9867;2539;17189;4602;189
906;35760;7013;2834;10728;1807;380
907;49916;7064;2671;14974;1577;204
908;49386;9874;2487;14815;2361;322
909;40861;7120;2519;12258;2327;450
910;56897;6765;2573;17069;4595;455
911;65283;8363;2764;19584;2334;365
912;49230;7783;2719;14769;4027;402
913;48305;5620;3676;14491;3998;105
914;50883;8787;3962;15264;1644;172
915;62975;6210;2249;18892;2245;172
916;31667;9588;2045;9500;1796;443
917;54861;9441;2236;16458;3049;109
918;68753;8298;2265;20625;3357;136
919;62078;7936;2859;18623;2037;218
920;47397;6448;2248;14219;3974;332
921;66758;5194;2438;20027;3594;280
922;59301;9443;3562;17790;3359;152
923;48480;7080;2869;14544;2410;391
924;55174;5295;3920;16552;3283;259
925;60745;9119;2709;18223;4445;198
926;52860;5250;2911;15858;1738;263
927;38538;8313;2201;11561;2401;273
928;39014;6332;2984;11704;2780;213
929;55457;5192;2507;16637;4038;202
930;63993;5161;3035;19197;3900;161
931;60064;5134;3151;18019;1744;335
932;45670;7529;3599;13701;3411;252
933;56737;6475;2831;17021;4227;364
934;62133;7419;2840;18639;1286;316
935;35742;9131;3551;10722;4287;240
936;56468;8584;2207;16940;2974;274
937;52337;6089;2442;15701;1764;201
938;41909;8382;2899;12572;4760;177
939;58780;9877;2977;17634;3776;422
940;43494;9361;2199;13048;2629;395
941;65323;5118;3334;19596;4744;371
942;58167;6335;3471;17450;1848;399
943;47800;5307;3869;14340;4264;403
944;50048;9553;2544;15014;3122;251
945;47023;6113;2800;14106;2563;167
946;43495;6151;3941;13048;3446;126
947;33458;9589;3647;10037;2837;455
948;46446;5655;3234;13933;3650;220
949;51929;7316;3701;15578;1340;202
950;45232;5841;3345;13569;1125;429
951;56097;8143;3523;16829;4681;449
952;51152;5455;2549;15345;3590;272
953;52132;8231;3047;15639;2804;137
954;49909;7300;3836;14972;2588;436
955;66935;7237;2716;20080;1860;208
956;65206;8779;2403;19561;2212;116
957;50355;8046;2562;15106;3634;176
958;68825;7831;2969;20647;2616;356
959;34075;9634;3378;10222;1977;103
960;53273;6797;3987;15981;2617;296
961;68073;7178;3842;20421;3494;153
962;60574;5150;3947;18172;3573;103
963;43545;5141;2067;13063;3499;214
964;51515;8640;2159;15454;3776;234
965;54402;8663;3054;16320;1699;244
966;44498;7570;3555;13349;2127;387
967;58403;7037;3033;17520;3212;386
968;39905;7304;3900;11971;1383;390
969;34567;5773;2600;10370;1566;432
970;38136;6629;3198;11440;2809;194
971;55078;8282;2147;16523;4292;232
972;55790;7709;3733;16737;3757;370
973;67883;9903;2731;20364;2992;462
974;30734;8045;2796;9220;2652;361
975;30165;9896;3651;9049;1275;115
976;39435;7104;3134;11830;4545;196
977;35615;5496;3786;10684;2058;265
978;69838;6330;3232;20951;3811;143
979;69831;8491;2368;20949;4032;216
980;59599;6821;3681;17879;2631;395
981;37707;9079;3644;11312;3669;413
982;31830;8878;3823;9549;1322;282
983;39764;9780;3732;11929;2318;435
984;61274;6544;2064;18382;4625;224
985;45742;9790;3159;13722;1292;482
986;59941;6548;2028;17982;1955;265
987;69763;5746;3465;20928;4533;293
988;63840;9584;3879;19152;3118;122
989;46262;6189;2019;13878;3145;251
990;66994;8255;2542;20098;1188;314
991;43937;5698;2912;13181;3930;293
992;57112;5201;3732;17133;3537;363
993;45889;8888;2322;13766;2475;217
994;44729;8671;3191;13418;4110;107
995;49921;6604;2416;14976;4016;293
996;56802;8651;3735;17040;2710;471
997;56592;7645;3601;16977;2249;268
998;55637;6015;2237;16691;3144;212
999;55561;5060;3921;16668;1123;111
1000;30904;9639;3026;9271;2537;175
1001;63013;7590;3781;18903;4305;247
1002;45960;9343;3626;13788;4149;107
1003;69464;5318;2526;20839;3172;274
1004;46313;9169;3689;13893;2823;479
1005;38696;7631;2281;11608;3459;210
1006;68908;7639;3675;20672;3575;256
1007;46833;9754;3047;14049;4779;363
1008;44649;6290;3247;13394;2310;360
1009;55427;8085;3883;16628;4221;190
1010;51988;8255;2324;15596;4030;211
1011;55944;7831;2264;16783;1811;243
1012;32239;5404;3561;9671;4445;396
1013;66949;7541;3423;20084;1775;367
1014;43397;9936;3541;13019;1940;104
1015;53967;7355;3022;16190;2689;216
1016;58474;7948;2393;17542;4100;214
1017;40909;8818;2361;12272;3520;156
1018;63381;5329;2583;19014;4514;443
1019;37087;7035;2240;11126;2747;492
1020;64850;5528;2870;19455;3598;484
1021;35080;9151;2531;10524;1238;376
1022;34255;5094;2150;10276;3066;464
1023;58654;8604;3547;17596;1579;237
1024;43321;8051;2476;12996;2603;468
1025;55491;9364;3816;16647;1705;251
1026;38372;7783;2949;11511;2781;227
1027;42621;7075;3625;12786;3386;173
1028;33936;6197;3910;10180;2157;376
1029;42127;5155;2130;12638;2727;344
1030;31453;8037;3443;9435;2352;206
1031;62722;5438;2738;18816;4268;222
1032;47371;5716;2015;14211;4594;375
1033;44830;9179;2545;13449;1399;192
1034;56314;5943;2547;16894;1605;211
1035;53412;7716;3487;16023;2888;158
1036;59603;6034;3856;17880;3587;354
1037;40309;5891;3853;12092;2481;224
1038;35438;7416;2314;10631;3496;353
1039;63726;7723;2818;19117;4257;271
1040;41840;5955;3715;12552;2274;285
1041;51008;7331;3280;15302;2122;408
1042;37042;5047;3311;11112;4456;395
1043;42194;8838;2739;12658;1042;356
1044;52366;8398;2538;15709;4663;419
1045;63244;8889;2150;18973;2208;328
1046;42130;6665;2839;12639;2636;211
1047;58462;5048;2046;17538;4575;319
1048;67117;6491;2929;20135;2579;231
1049;60944;7456;2515;18283;1026;280
1050;34649;7922;3370;10394;1755;426
1051;34432;5841;2965;10329;1211;424
1052;61396;9808;2496;18418;4524;285
1053;65949;7048;3221;19784;3586;398
1054;48423;8989;3959;14526;4049;313
1055;46250;8082;3381;13875;4446;230
1056;30011;5660;3213;9003;4963;473
1057;65090;7556;2722;19527;4006;152
1058;66966;9680;3280;20089;4366;355
1059;38558;6291;2559;11567;4304;339
1060;61722;8247;2765;18516;1788;399
1061;57443;5140;2480;17232;1244;227
1062;34555;8414;2378;10366;1002;165
1063;61606;8685;2084;18481;1306;474
1064;57655;9228;3338;17296;2206;459
1065;48840;9024;3508;14652;4302;339
1066;52332;7293;3898;15699;1906;438
1067;50137;5682;2356;15041;4725;371
1068;54120;8196;2698;16236;3249;303
1069;40187;6084;3057;12056;4846;285
1070;62827;9788;3271;18848;3411;233
1071;59002;5707;3973;17700;3990;200
1072;51676;5171;2931;15502;1439;230
1073;47910;6508;2112;14373;2978;179
1074;33294;8816;2504;9988;4994;462
1075;57580;9776;2967;17274;1768;332
1076;43953;8854;3157;13185;2837;425
1077;40234;6192;2016;12070;3700;110
1078;49484;8467;2544;14845;4667;477
1079;36143;5766;2003;10842;2864;106
1080;65221;9022;3388;19566;3857;408
1081;63583;8323;3939;19074;1065;308
1082;51922;9950;3400;15576;4006;339
1083;44870;6288;3432;13461;2433;280
1084;50398;5895;2638;15119;3527;358
1085;59480;7189;3959;17844;4820;148
1086;49339;9189;3815;14801;4399;130
1087;31297;5917;3074;9389;1115;354
1088;34419;9275;3713;10325;1876;117
1089;48143;8375;3662;14442;1339;487
1090;57029;9272;2630;17108;2016;111
1091;45710;8920;3400;13713;1863;333
1092;50936;8738;3024;15280;2346;217
1093;48501;6795;3708;14550;4181;451
1094;54394;8742;3889;16318;1074;327
1095;34185;5960;3428;10255;2772;184
1096;56644;6868;3916;16993;4662;421
1097;66392;6155;3580;19917;2692;364
1098;58181;5102;2403;17454;4158;403
1099;64769;5894;2529;19430;1802;324
1100;30512;7959;2133;9153;3593;261
1101;34195;6406;2265;10258;2626;442
1102;60719;8278;2261;18215;3154;245
1103;36520;9751;3966;10956;4336;115
1104;60800;5619;3898;18240;4965;440
1105;44730;8202;3381;13419;4460;382
1106;40733;5138;3112;12219;2392;172
1107;31618;7031;2078;9485;1605;468
1108;51793;7854;3131;15537;3846;252
1109;31899;8534;2485;9569;2192;471
1110;44736;6652;2340;13420;1357;100
1111;36728;9802;3392;11018;4960;483
1112;49816;9385;3015;14944;3268;451
1113;58079;6489;2487;17423;2017;158
1114;34197;9554;3205;10259;3197;222
1115;30527;6554;2913;9158;1698;367
1116;48138;9297;3130;14441;4000;499
1117;40499;7796;2365;12149;2795;285
1118;57823;6382;3366;17346;4683;237
1119;55909;8810;2684;16772;4064;464
1120;51163;7247;3499;15348;3806;281
1121;35479;7296;3498;10643;3388;131
1122;40111;6154;2595;12033;1520;213
1123;42636;8015;2342;12790;1736;494
1124;49082;9830;2344;14724;3279;385
1125;30308;7139;2643;9092;4787;346
1126;63860;5258;3310;19158;4555;458
1127;42746;6051;3429;12823;4416;214
1128;62317;7059;2782;18695;3756;305
1129;50160;9769;3691;15048;1678;419
1130;51739;9271;3761;15521;1533;451
1131;51783;7780;2031;15534;2741;258
1132;62157;8526;3003;18647;3365;390
1133;64098;5654;2448;19229;3669;294
1134;32133;9982;2118;9639;3834;148
1135;47817;7989;3072;14345;3614;344
1136;43671;7003;2882;13101;1268;389
1137;49789;5940;2823;14936;3744;148
1138;58182;9201;3522;17454;3686;189
1139;55372;6007;2921;16611;1763;486
1140;48642;6273;2369;14592;1587;237
1141;69940;7049;3509;20982;1616;223
1142;63883;8160;3928;19164;4465;476
1143;50672;8688;2890;15201;3771;337
1144;55251;7360;2465;16575;2772;213
1145;46121;5837;3914;13836;3810;228
1146;41435;7243;3907;12430;3308;126
1147;31830;7293;3396;9549;1467;417
1148;59925;8531;3482;17977;4970;350
1149;69084;5654;3626;20725;4421;119
1150;44174;6485;3661;13252;2491;221
1151;45040;8319;3050;13512;2635;449
1152;61721;9512;3080;18516;4922;268
1153;46566;8543;2771;13969;1425;209
1154;65084;9564;3938;19525;2689;456
1155;45239;7132;3524;13571;4105;284
1156;49136;8395;2710;14740;4796;465
1157;48808;6976;3281;14642;3586;443
1158;53741;7212;3776;16122;2415;472
1159;69612;5300;3106;20883;2540;141
1160;67147;9196;3745;20144;1504;499
1161;42323;7518;2971;12696;2546;273
1162;38135;9577;2344;11440;4003;461
1163;57442;8581;2544;17232;4580;494
1164;55998;9654;3053;16799;2240;291
1165;50053;9884;2799;15015;2679;196
1166;30394;9012;2721;9118;3543;130
1167;35404;7970;2335;10621;3527;307
1168;53730;6435;3481;16119;4933;271
1169;64950;5880;2463;19485;3248;360
1170;31436;8368;2861;9430;4170;491
1171;38586;6874;3435;11575;1823;101
1172;66522;8790;2621;19956;3655;262
1173;33170;7498;3603;9951;3060;497
1174;62797;5038;3048;18839;4724;317
1175;51952;9660;2100;15585;3300;124
1176;52967;5819;2848;15890;4665;358
1177;69481;8238;2665;20844;4753;392
1178;40827;9327;2183;12248;3681;214
1179;56350;5168;3841;16905;3908;348
1180;56563;7712;3293;16968;4557;306
1181;54255;8948;3192;16276;2383;411
1182;45025;9126;3377;13507;3598;220
1183;55732;8241;2048;16719;3126;131
1184;48632;8428;2686;14589;4579;498
1185;42841;9024;3809;12852;3985;206
1186;65101;9552;3679;19530;3677;148
1187;47045;8199;3259;14113;4731;286
1188;50423;9274;3106;15126;2604;285
1189;67500;5689;2871;20250;1934;453
1190;57267;9728;2024;17180;3155;467
1191;69014;7505;3814;20704;4925;139
1192;39075;9009;2115;11722;3776;484
1193;68796;7326;2525;20638;3856;245
1194;37028;7250;2953;11108;4765;385
1195;33652;8424;2546;10095;2443;303
1196;63553;7611;3280;19065;1693;329
1197;64003;9077;2705;19200;3873;195
1198;67942;5132;2823;20382;1277;353
1199;62526;6493;3518;18757;4892;174
1200;53881;8782;2483;16164;3571;350
1201;30200;6135;3613;9060;2006;178
1202;34848;5054;2423;10454;2224;151
1203;40861;9079;3464;12258;1768;168
1204;51832;8303;3874;15549;3924;441
1205;57082;5813;3557;17124;4928;122
1206;50318;7755;3619;15095;1135;298
1207;51235;8000;3051;15370;3916;286
1208;62205;7765;3767;18661;3879;234
1209;67876;8010;3726;20362;4179;165
1210;58787;8880;2621;17636;2638;267
1211;30409;6623;2786;9122;3210;205
1212;45903;6394;3722;13770;1987;176
1213;49543;6756;2266;14862;3252;440
1214;39356;8945;3042;11806;2035;175
1215;37509;6327;2267;11252;3496;127
1216;35763;9354;2238;10728;3218;226
1217;58551;5815;2593;17565;3359;342
1218;68186;5915;2721;20455;2784;310
1219;40429;8715;2360;12128;1710;111
1220;33995;7736;3524;10198;2251;255
1221;58704;6777;2725;17611;1564;196
1222;33032;9374;3806;9909;1537;108
1223;42761;9964;3714;12828;1772;281
1224;45641;5094;2089;13692;4502;146
1225;30322;6748;2506;9096;4301;172
1226;54009;8595;2522;16202;4129;244
1227;51823;5437;2332;15546;1915;346
1228;46038;9831;3002;13811;3678;390
1229;46049;8665;3093;13814;2052;127
1230;31558;8744;3695;9467;3580;386
1231;69235;6339;2290;20770;1332;442
1232;39139;9186;2789;11741;3163;474
1233;64246;8649;3423;19273;2901;221
1234;37347;5441;2405;11204;1030;376
1235;49622;6902;3842;14886;2309;374
1236;31834;5970;2730;9550;2193;203
1237;34873;8137;3195;10461;1944;439
1238;65616;9776;3244;19684;4228;185
1239;49450;6400;2238;14835;3812;112
1240;45907;9160;3588;13772;4302;136
1241;42726;7105;3359;12817;2164;356
1242;38299;7717;2659;11489;2847;411
1243;33464;8605;3143;10039;1501;341
1244;61285;6799;3923;18385;1013;498
1245;47374;8115;2366;14212;2608;189
1246;63465;6226;2086;19039;4038;310
1247;47587;9803;2816;14276;3436;129
1248;41837;6992;3227;12551;1534;409
1249;30393;7432;3233;9117;3523;383
1250;47445;9826;3060;14233;4881;136
1251;37381;9483;3379;11214;4473;224
1252;41521;8943;2226;12456;2499;300
1253;45450;5650;2558;13635;2039;482
1254;65400;5750;2402;19620;3435;156
1255;44122;7726;3855;13236;3030;324
1256;35365;7371;2507;10609;4583;111
1257;34586;9360;3597;10375;4721;216
1258;62690;8850;3042;18807;3038;497
1259;34804;8071;2946;10441;1734;346
1260;45149;7823;2615;13544;3089;488
1261;55725;5023;2727;16717;4416;223
1262;55168;8097;3196;16550;1773;183
1263;37599;7480;3275;11279;2020;341
1264;67501;6704;2216;20250;3647;179
1265;62762;8931;2516;18828;2335;314
1266;68893;6112;2233;20667;2697;498
1267;45942;9756;3660;13782;2807;320
1268;40885;7427;3682;12265;1234;326
1269;39268;6870;3239;11780;2497;310
1270;68109;8729;2946;20432;4866;176
1271;55292;8448;3736;16587;4578;243
1272;53348;8200;3586;16004;2586;274
1273;48819;8469;2804;14645;1828;123
1274;55854;9372;3435;16756;1973;133
1275;63494;7822;3202;19048;4875;388
1276;38522;7239;3522;11556;3976;272
1277;38032;9630;2601;11409;3785;243
1278;51641;8128;3298;15492;1174;102
1279;58662;9231;3456;17598;4696;305
1280;69262;9461;2250;20778;1885;413
1281;37417;8956;3724;11225;1586;420
1282;47107;8231;3683;14132;1216;471
1283;56279;5244;3440;16883;2913;295
1284;32115;6821;3042;9634;3224;417
1285;69108;9248;3231;20732;1595;335
1286;37719;5707;2918;11315;4041;382
1287;65535;5693;2593;19660;3721;174
1288;60154;9248;2371;18046;4640;196
1289;35991;7012;2261;10797;1321;380
1290;49770;7225;3461;14931;3271;419
1291;39538;7197;2792;11861;1299;272
1292;38349;5287;3580;11504;4350;304
1293;58140;5468;2713;17442;2646;362
1294;54081;5006;3651;16224;4172;112
1295;64421;9524;2637;19326;1144;497
1296;34002;9097;3197;10200;2634;226
1297;56893;7967;3518;17067;3717;231
1298;62062;6791;3656;18618;4947;167
1299;31360;5853;3903;9408;1100;206
1300;57112;6824;3226;17133;4460;380
1301;39033;6197;2695;11709;3088;311
1302;34738;9402;2188;10421;4315;137
1303;62316;5057;2744;18694;1403;372
1304;68586;8719;3019;20575;2905;297
1305;42648;7085;2518;12794;2446;441
1306;69829;5852;2956;20948;3764;169
1307;50497;9685;2107;15149;2213;321
1308;40113;5792;2658;12033;3703;424
1309;33959;9376;2369;10187;1651;380
1310;36389;9537;2719;10916;1619;440
1311;48118;6472;3143;14435;3979;447
1312;42165;5968;2892;12649;3599;316
1313;63242;5617;3249;18972;4791;351
1314;51778;5022;3016;15533;3235;302
1315;58227;5514;3419;17468;2789;314
1316;40884;6297;2726;12265;4240;479
1317;40273;5191;2470;12081;3531;117
1318;54770;5883;2660;16431;2072;429
1319;54121;7272;2261;16236;1946;237
1320;35079;9014;2123;10523;3604;311
1321;35182;8343;2779;10554;1661;168
1322;60283;5906;2856;18084;4443;468
1323;58851;9542;3688;17655;2125;447
1324;65603;8658;2218;19680;2542;483
1325;57449;7178;2357;17234;1403;489
1326;69825;9310;2093;20947;2785;285
1327;39344;6464;3902;11803;1098;484
1328;58644;8568;2205;17593;4203;378
1329;64890;9636;3661;19467;2287;441
1330;53575;7973;2378;16072;2709;128
1331;40937;5169;3852;12281;2703;350
1332;32598;8397;3365;9779;2082;213
1333;37958;5763;3201;11387;3593;498
1334;33648;5039;2198;10094;2116;433
1335;66448;6032;2591;19934;4646;276
1336;64620;6329;3936;19386;1906;324
1337;49300;8570;3365;14790;4941;251
1338;49129;7352;2655;14738;3937;279
1339;36682;6867;3962;11004;4867;180
1340;37910;7127;2547;11373;1152;334
1341;50431;8147;2302;15129;2452;492
1342;66581;8822;3295;19974;4851;408
1343;38254;9355;2041;11476;2134;311
1344;36248;5973;2638;10874;4137;494
1345;61697;8586;2057;18509;3681;362
1346;67604;5419;3732;20281;3793;375
1347;47194;8862;3644;14158;4654;413
1348;67478;6577;3214;20243;3645;212
1349;41377;8932;2272;12413;2978;200
1350;34604;9302;2532;10381;3027;320
1351;44743;6550;2897;13422;4104;347
1352;42011;6260;2763;12603;1029;217
1353;30272;7124;3708;9081;1453;138
1354;34245;5080;3691;10273;4426;481
1355;69248;7824;3866;20774;1869;276
1356;54653;9393;2038;16395;4299;190
1357;30220;5093;2035;9066;1530;156
1358;42271;7891;3781;12681;1286;255
1359;38778;8543;3470;11633;1465;196
1360;56895;8634;3052;17068;4198;141
1361;36823;6684;2027;11046;4414;391
1362;67077;7898;3399;20123;4505;353
1363;61690;5962;2118;18507;2922;316
1364;32407;8018;3305;9722;3522;229
1365;54269;7200;3025;16280;2727;183
1366;57119;7159;2000;17135;3916;436
1367;42279;9796;3590;12683;1819;211
1368;36586;9924;2687;10975;3365;423
1369;39524;5852;3984;11857;4325;447
1370;58859;8590;2088;17657;2258;340
1371;60879;6915;3873;18263;2005;351
1372;63487;5963;2076;19046;4724;396
1373;57187;9912;3119;17156;3819;487
1374;46975;9543;3795;14092;2078;118
1375;65413;6299;3569;19623;2551;484
1376;41926;7205;2996;12577;1468;443
1377;64630;8432;3103;19389;3924;295
1378;55999;9201;3857;16799;1561;284
1379;41362;9089;2742;12408;4282;473
1380;58146;9023;2913;17443;3985;106
1381;54986;7217;3610;16495;1768;163
1382;38335;7284;2048;11500;3280;236
1383;52463;8276;2685;15738;4772;295
1384;42289;9435;2028;12686;2542;403
1385;55747;6465;2562;16724;1120;108
1386;55154;9223;3372;16546;4267;209
1387;35569;6585;2677;10670;2820;114
1388;55571;8966;2841;16671;3640;419
1389;38924;6535;2863;11677;3036;255
1390;33999;7875;3587;10199;1665;212
1391;61055;6800;3197;18316;4967;139
1392;37579;7353;3652;11273;2033;417
1393;43979;6370;2689;13193;3007;429
1394;46228;8630;2487;13868;3236;139
1395;49270;6289;2077;14781;3926;201
1396;58392;7178;2405;17517;4721;472
1397;51567;5633;2810;15470;4490;345
1398;45267;6867;3312;13580;2497;211
1399;32522;7452;2858;9756;4956;246
1400;62963;6381;2839;18888;2798;177
1401;64433;7048;3239;19329;3245;144
1402;65157;5148;2059;19547;2399;116
1403;34599;7140;2499;10379;4069;351
1404;39679;5856;3687;11903;1856;299
1405;45996;7338;2570;13798;4744;173
1406;56193;7519;2924;16857;1381;299
1407;69289;7266;3144;20786;3607;126
1408;57164;6118;2846;17149;1161;112
1409;38688;7920;2070;11606;2502;362
1410;35141;8842;2578;10542;3675;421
1411;44581;8575;3679;13374;1010;419
1412;30753;7931;3715;9225;4823;336
1413;33094;9086;2816;9928;2286;394
1414;48605;9845;2575;14581;2454;392
1415;69052;6422;3356;20715;4626;304
1416;36946;7853;2213;11083;2483;452
1417;46277;9800;3249;13883;3594;449
1418;48681;7712;2700;14604;3989;442
1419;48794;8807;2453;14638;2863;267
1420;69974;7186;3114;20992;1249;240
1421;66616;9866;2040;19984;2466;279
1422;48590;5302;2617;14577;2348;437
1423;48968;5176;2086;14690;3024;203
1424;32016;9163;2059;9604;1025;243
1425;50728;9291;3974;15218;2646;139
1426;30625;7514;3914;9187;3399;247
1427;59792;5480;3105;17937;3050;399
1428;41208;5407;3488;12362;3809;420
1429;45831;8496;3197;13749;1858;248
1430;64573;5006;2344;19371;1415;463
1431;53898;6001;2802;16169;3574;354
1432;65150;5795;3864;19545;4787;139
1433;50455;5567;2029;15136;1478;131
1434;42003;6551;3104;12600;1155;408
1435;43486;7553;2790;13045;2781;210
1436;40847;6358;3472;12254;2309;236
1437;50486;8754;2082;15145;2870;172
1438;33560;7888;3550;10068;1714;207
1439;55031;8844;2453;16509;4287;163
1440;62795;6090;3121;18838;4910;452
1441;49661;7282;3634;14898;1546;138
